id	channel	duration_s	verdict	title
mfZcvvBwoj8	EEVblog	1274	needs-whisper	EEVblog 1678 - Oscilloscope Trigger Warning
TkmMitYnHUA	EEVblog	2960	needs-whisper	New Brymen BM787BT Bluetooth Multimeter Teardown (Live Recorded)
brj1-AYDCXM	EEVblog	379	needs-whisper	eevBLAB 126 - Ebay Oscilloscope ABUSE
n-mFgfLasM8	EEVblog	550	needs-whisper	EEVblog 1673 - JBL Partybox 310 Repair - Part 2 (SPOILER)
n4sL8pCmbyY	EEVblog	613	needs-whisper	eevBLAB 124 - Microsoft Majorana 1 Quantum Computer: Can it Muntz?
KqlHjIVyzOA	EEVblog	1160	needs-whisper	EEVblog 1668 - HORRIFIC Alkaline Battery Leakage in Rare Prototype Multimeter
8GLL6P662Fo	EEVblog	1299	needs-whisper	EEVblog 1667 - Reverse Engineering the Brymen BM2257 Multimeter LowZ Mode
Q4tcpHrTSP0	EEVblog	960	needs-whisper	EEVblog 1666 - Blown SMD Component Identification
c_mmVFMXFQo	EEVblog	1461	needs-whisper	EEVblog 1665 - Keithley VFD REPAIR 2 - Electric Boogaloo
9lXCqePhJ4g	EEVblog	125	needs-whisper	2025 EEVblog Viewer Survey and GIVEAWAY
ETopbGankfo	EEVblog	1571	needs-whisper	EEVblog 1663 - BM786 Multimeter REPAIR + InEr Error Investigation
pD0dVebSZMs	EEVblog	1878	needs-whisper	EEVblog 1662 - Vintage Tandy 200 Portable Computer Claytons Repair/Teardown
pXZtk68B3zY	EEVblog	550	needs-whisper	EEVblog 1655 - How to Discharge Capacitors SAFELY using a Multimeter!
8Mfw0X5jY3A	EEVblog	547	needs-whisper	eevBLAB 123 - MORE Youtube AI BS! - AI Description Summaries
RzlClNhheC8	EEVblog	10687	needs-whisper	EEVblog 1654 - Lee Felsenstein: The Computer Revolution & Counterculture
jVPQGPM5Tgg	EEVblog	436	needs-whisper	EEVblog 1652 - Why is my Lab Switchboard Wired Like This?
OnoFcU0gro0	EEVblog	346	needs-whisper	eevBLAB 122 - Flake 778 Multimeter Smartwatch!
xrVXfeHxH0s	EEVblog	179	needs-whisper	EEVblog 1648 - USB Battery Bank mAh Capacity ratings are a LIE!
YM5nKvIH2vw	EEVblog	2432	needs-whisper	EEVblog 1644 - Mailbag: CrowView Monitor, Casio Game, 4-20mA Encoder, Wurkkos Battery, Rulerize
cnoN2gtT4iM	EEVblog	859	needs-whisper	EEVblog 1627 - Electronex: Engineering Consulting with Xentronics
mH0yzt85s-c	EEVblog	801	needs-whisper	EEVblog 1624 - Electronex: Liquid Instruments Moku Oscilloscope
PLFp0CfJTFY	EEVblog	2474	needs-whisper	EEVblog 1623 - Electronex 2024 Walkthrough
RToaq4pYp_M	EEVblog	1020	needs-whisper	EEVblog 1615 - Dumpster Dive HP Pro One PC
5B6O1aFA5l8	EEVblog	652	needs-whisper	eevBLAB 118 - NEW Apple iPad Pro: Volumetric Engineering vs Marketing
kpzNVsSmUu0	EEVblog	1792	needs-whisper	EEVblog 1597 - Zoyi ZT-703S $80 2CH 50MHz Oscilloscope/Multimeter Review
AFz0qmkq4LM	EEVblog	1022	needs-whisper	EEVblog 1592 - Fluke 287 Multimeter Teardown
AuFSMpFzAnw	EEVblog	299	no-captions	eevBLAB 117 - The Youtube Bot Comment Problem
CnJ7mQ_Fo-8	EEVblog	4693	needs-whisper	EEVblog 1577 - History of Television & Cathode Ray Tubes with Kathy Loves Physics
-xtZvSG4N9I	EEVblog	1730	needs-whisper	EEVblog 1572 - Haefely 16kV ESD Tester TEARDOWN + Repair Part 1
qHFIaIUPE6I	EEVblog	1697	needs-whisper	EEVblog 1569 - A Very Ploopy Open Source Mailbag
MT1QTPEZoHY	EEVblog	1119	needs-whisper	EEVblog 1568 - Tesla Megapack 2 Battery FIRE! at Bouldercombe QLD
ZdbMuuu9trg	EEVblog	696	needs-whisper	eevBLAB 115 -  New Youtube Ad Changes FORCED on YOU!
gT8gzX2CPQA	EEVblog	592	needs-whisper	eevBLAB 114 - DHL Emergency Situation Surcharge is BS
hULNdrsh6uw	EEVblog	1187	needs-whisper	EEVblog 1562 - THE 1980's Boombox TEARDOWN - Sharp GF-7600
QHPFphlzwdQ	EEVblog	813	needs-whisper	EEVblog 1555 - Korean LK-99 Ambient Temperature Superconductor Demo Video FAIL!
5SbNnaMM1tQ	EEVblog	2995	needs-whisper	EEVblog 1552 - Digilent Analog Discovery 3
6ILKO0uNGDw	EEVblog	1679	needs-whisper	EEVblog 1549 - Mailbag Teardown Art, USB Power, and Multimeter
Uo_z5TKu_zo	EEVblog	662	needs-whisper	EEVblog 1548 - Moon Landing Hoax BUSTED
lJ3q9RHIatU	EEVblog	1730	needs-whisper	EEVacademy | Digital Design Series Part 5 - Karnaugh Maps
6-2ifl6AEvk	EEVblog	969	needs-whisper	eevBLAB 113 - How the Paid Media Influence Industry Works
atRvNG669Os	EEVblog	1196	needs-whisper	EEVblog 1544 - Platio Solar Pavement BUSTED!
qkaC3PTOcZY	EEVblog	384	needs-whisper	eevBLAB 112 - Purchasing Email SCAM
qegYDD1A8VA	EEVblog	597	needs-whisper	eevBLAB 110 - Linus Tech Tips HACKED!
HaTSjKzqTpg	EEVblog	221	needs-whisper	Keysight World Dumpster Scope Giveaway
g_VH8jd39Nc	EEVblog	1198	needs-whisper	EEVblog 1533 - How To Estimate Product Battery Life
lUAevbBh0rQ	EEVblog	1793	needs-whisper	EEVblog 1530 - Siglent SDS2000X HD 12 Bit Oscilloscope TEARDOWN
txPxo4TA0i4	EEVblog	3547	needs-whisper	EEVblog 1529 - R&S MXO4 12bit Oscilloscope Unboxing and Experiments
JlY37DWLtrw	EEVblog	2653	needs-whisper	EEVblog 1525 - Commisioned Mailbag
nVtefye9Yz4	EEVblog	774	needs-whisper	eevBLAB 107 - WARNING: Youtube Telegram Comment SCAM
uwQQVnTYt7k	EEVblog	820	needs-whisper	eevBLAB 105 - Does the Youtube Bell Notification MATTER?
4EcQYK_no5M	EEVblog	6143	needs-whisper	EEVblog 1506 - History of Electricity with Kathy Loves Physics
YIbQ3nudCA0	EEVblog	1021	needs-whisper	EEVblog 1504 - The COOL thing you MISSED at Tesla AI Day 2022
YFKu_emNzpk	EEVblog	1199	needs-whisper	EEVblog 1502 - Is Home Battery Storage Financially Viable?
Psp3ltpFvws	EEVblog	855	needs-whisper	eevBLAB 100 - Reuters Attacks Odysee - LOL
pKuUKT-zU-g	EEVblog	2152	needs-whisper	EEVblog 1488 - Tilt Five Augmented Reality AR Glasses - First Reaction!
7O-QckjCXNo	EEVblog	592	needs-whisper	eevBLAB 99 - AI SPAM BOT Youtube Space/Science/Tech Channels? - WTF
VutdTxF4E-0	EEVblog	115	needs-whisper	RIP The Old Garage Lab
8yXZJZCKImI	EEVblog	3373	no-captions	EEVblog 1483 - Holy Mailbag Bomb Batman!
H8ot_YPi6QU	EEVblog	431	needs-whisper	eevBLAB 98 - The Pressure Youtubers Are Under
GHbo4v8pahc	EEVblog	1186	needs-whisper	eevBLAB 97 - Is Apple Serious About Right To Repair? (The Verge)
gLfxznVJ2q0	EEVblog	585	needs-whisper	Petition - Australian Standards Should be FREE
wPzzPGzxD00	EEVblog	2850	needs-whisper	EEVblog 1468 - Electronex Show Tour 2022
ebQ2Im5zfT0	EEVblog	1138	needs-whisper	EEVblog 1466 - Dumpster Dive Xeon Server
E6obq3T71vI	EEVblog	1552	needs-whisper	EEVblog1457 - Old School Mailbag - ESC Burnout
kcWwAweWjQg	EEVblog	1048	needs-whisper	EEVblog 1453 - Elgato Key Light TEARDOWN
LZdK1JP2UX8	EEVblog	4021	needs-whisper	EEVblog 1444 - XMAS Mailbag!
530G7ngo6_Y	EEVblog	1797	needs-whisper	EEVblog 1441 - Electric Buses are NOT a SCAM (Adam Something)
paIkiPEHQlk	EEVblog	300	needs-whisper	eevBLAB 90 - How to get Kids into STEM at School?
JvOnvDJbKsc	EEVblog	2120	needs-whisper	eevBLAB 89 - Youtube is DEAD - Dislike Count REMOVED!
7JAuXQWvGlg	EEVblog	1589	needs-whisper	EEVblog 1434 - Cadex C7000 Battery Analyser Teardown
sBoBhGrOZ_E	EEVblog	4217	needs-whisper	EEVblog 1433 - More Adventures in Sony RX100 Repair (Part 3)
svNDD4XRJF4	EEVblog	1010	needs-whisper	EEVBlog 1432 - Owning an ELECTRIC CAR for 12 Months & 17,000km
84-Mh7LFpso	EEVblog	1797	needs-whisper	EEVblog 1430 - Rent vs Buy - My $400,000 MISTAKE!
T5cRvs44LcE	EEVblog	2722	needs-whisper	EEVblog Survey Results - 2021
oknr1OaqnUE	EEVblog	1777	needs-whisper	EEVblog 1422 - CAUSE of the Tesla Victoria Big Battery Fire
58rxS_AXYRA	EEVblog	797	needs-whisper	EEVblog 1421 - Epson Dumpster Hack
Bc67cIRHDmg	EEVblog	1197	needs-whisper	EEVblog 1419 - Sinclair C5 Restoration - Part 2
sREAh14_K0o	EEVblog	1763	needs-whisper	EEVblog 1416 - Random TEARDOWN: Sennheiser EW100 True Diversity Receiver
F7sHU3momzA	EEVblog	426	needs-whisper	ANNOUNCEMENT + GIVEAWAY - EEVblog 2021 Survey
moa3YBdLepg	EEVblog	693	needs-whisper	eevBLAB 88 - Right To Repair Questions & Answers
SFFGqXGvgx0	EEVblog	1794	needs-whisper	EEVblog 1412 - Argon Ion Laser TEARDOWN!
lDdRVtka0Jg	EEVblog	3369	needs-whisper	EEVblog 1408 - $5M WiGL Wireless Charging BUSTED!
YxyW_mttnQ0	EEVblog	1075	needs-whisper	eevBLAB 87 - Flake Multimeter Watch!
Muiwo1Rw4_8	EEVblog	2760	needs-whisper	EEVblog 1403 - Mailbag
AQK7RyecVW0	EEVblog	1430	no-captions	EEVblog 1397 - DC Fundamentals Part 2: DC Voltage & Current Sources (Thevenin & Norton Theorems)
Ns8FWobISNA	EEVblog	3623	needs-whisper	EEVblog 1391 - Mailbag
dxc5aHCVQzA	EEVblog	1692	needs-whisper	EEVblog 1390 - NEGATIVE Household Solar Consumption? WHY?
yb73J7dTg_w	EEVblog	961	needs-whisper	eevBLAB 86 - On The Importance Of Diligence + NEWS
BnKDj4ed40Y	EEVblog	1699	no-captions	EEVblog 1387 - MOSFET Repair Replacement Search
PNWmfdH_Bzs	EEVblog	598	needs-whisper	EEVblog 1384 - Halve Your Processor Power Consumption!
-Yafi1t1Fwk	EEVblog	1100	needs-whisper	EEVblog 1380 - BBQ IBM Chips
sHDJKiQIncU	EEVblog	935	needs-whisper	eevBLAB 85 - Youtube TAX!
QKdLP1cP3Dg	EEVblog	3149	needs-whisper	EEVblog #1375 - Mailbag: IEEE
ggeCYry3gTw	EEVblog	1782	needs-whisper	EEVblog #1374 - DIY Trezor Crypto Hardware Wallet - Part 1
zsfPaWLrS1w	EEVblog	1188	needs-whisper	EEVblog #1373 - DIY PCB Photograhy LED Light Box - Part 2
E_ChC3eY0zI	EEVblog	1055	needs-whisper	eevBLAB #84 - 2021 is the Year of Alternatives
oIImmlfCyzo	EEVblog	1771	needs-whisper	EEVblog #1363 - Solar FREAKIN' Roadways Gets NEW FUNDING!
pOIXHWdi6PA	EEVblog	3977	needs-whisper	EEVblog #1362 - A Very Skookum Mailbag
GSSxcJi6rqM	EEVblog	1079	needs-whisper	EEVblog #1359 - My SUPER PORTABLE Vlogging Kit!
dM280lopxms	EEVblog	799	needs-whisper	EEVblog #1357 - Dumpster Diving Santa PC
QrYYGS0uZlU	EEVblog	1439	needs-whisper	EEVblog #1353 - WHY Are These Pins Shorted?
UE-LXmYl8Mo	EEVblog	1564	needs-whisper	EEVblog #1352 - Aircraft Transponder TEARDOWN!
dtqBbaVNI0c	EEVblog	211	needs-whisper	eevBLAB #83 - DJI Pocket 2 Camera Registration BULLSHIT!
J7kBzYX1NvA	EEVblog	3267	needs-whisper	EEVblog #1351 - Mailbag
YZCPlbOuxJY	EEVblog	248	needs-whisper	EEVblog #1349 - Energizer Battery Leakage - MADE IN USA!
qnZ9KfJNjRQ	EEVblog	1463	needs-whisper	EEVblog #1346 - How An Infrared Optical Touch Screen Works
27jn7qwJ8VE	EEVblog	1197	needs-whisper	EEVblog #1344 - Custom Lab Storage Shelves
YgBC-Tvv9aY	EEVblog	1650	needs-whisper	EEVblog #1343 - DEAD Deck Cree LED's
ZPFLlWJnWHc	EEVblog	969	needs-whisper	Abandoned Lab Tour
dKs3LytrICA	EEVblog	1791	needs-whisper	EEVblog #1339 - Looking at an Electric Bus!
8ajM3kkKwNs	EEVblog	365	needs-whisper	eevBLAB #81: Google BANNED LBRY Android App from Play Store
51lGAzDM0-k	EEVblog	2867	needs-whisper	EEVblog #1338 - Rubber Coated Mailbag
CPcZm1Tu5VI	EEVblog	1781	needs-whisper	EEVblog #1337 - I Bought a Fully Electric Elite Car!
6z9sqcjBtHM	EEVblog	642	needs-whisper	eevBLAB #80 - Is Staying Private Online Good For Your Career?
WysR1gF0QjI	EEVblog	757	needs-whisper	eevBLAB #79 - Bunker Shelving Storage BUILD + Moving Labs!
-nwCYfff6Hc	EEVblog	2272	needs-whisper	EEVblog #1331 - BattLab One Review
gj70jpdVMPY	EEVblog	2913	needs-whisper	EEVblog #1330 - Mailbag with GUEST LABS!
6cm27PLwUYc	EEVblog	2865	needs-whisper	EEVblog #1326 - How Engineering Minds Think Alike
AvAlEe6qecM	EEVblog	1187	needs-whisper	EEVblog #1321 - SunPlower - DUMBEST IDEA Since Solar Roadways!
KJEmBtvZrPU	EEVblog	533	needs-whisper	eevBLAB #78 - Engineering Student Job Advice
mN_YGKt_ijk	EEVblog	705	needs-whisper	EEVblog #138 - Top 5 Engineering Graduate Tips
FUjRmecLGzw	EEVblog	647	needs-whisper	eevBLAB #77 - TV Packaging Technology is INTERESTING
dCLxiN_dpjU	EEVblog	1012	needs-whisper	eevBLAB #76 - HUGE Youtube Ad Changes will impact YOU!
W0mMOHrftgU	EEVblog	604	needs-whisper	Youtube DELETED Jordan Pier's Electronics Repair Channel!
y5qjGPZ5VhQ	EEVblog	3188	needs-whisper	EEVblog #1318 - What's State-of-the-Art in µCurrent Opamps?
7QjsjWClyKU	EEVblog	3145	needs-whisper	EEVblog #1313 - Bad Luck Mailbag
E81hlwciXJU	EEVblog	1259	needs-whisper	EEVblog #1306 (5 of 5): Spooky Action - Hardware Testing
2CDN8EQmOeo	EEVblog	931	needs-whisper	EEVblog #1306 (3 of 5) : How to program an STM32 using DFU Bootloader
VJJmtm0VmIs	EEVblog	2004	needs-whisper	EEVblog #1306 (2 of 5): PCB SMD Hand Soldering & Assembly
TyCqcR-ferk	EEVblog	4109	needs-whisper	EEVblog #1304 - Mailbag
6juM5ygT9is	EEVblog	703	needs-whisper	EEVblog #1303 - New Lab LED Panels
wU3FAIaAF0I	EEVblog	1063	needs-whisper	eevBLAB #75 - Income Shootout! LBRY vs Youtube!
f496QtJDgzc	EEVblog	597	no-captions	"EEVblog #1300 - ""Parts Per"" Notation EXPLAINED"
TltM74rNasM	EEVblog	1275	needs-whisper	eevBLAB #73 - Medtronics Open Ventilator + Others UPDATE
1wrin8FYtEo	EEVblog	911	needs-whisper	eevBLAB #72 - BUSTED! Medtronics Open Ventilator FAIL
889TkOQmCjY	EEVblog	989	needs-whisper	EEVblog #1296 - Alkaline Battery Leakage Testing 2 - Electric Boogaloo
W_3cdjneOO0	EEVblog	3287	needs-whisper	EEVblog #1291 - Mailbag
1v2_h-_YHEE	EEVblog	1086	needs-whisper	eevBLAB #71: Audience Retention + My Editing Process
9s1sJRO7rwU	EEVblog	2671	needs-whisper	EEVblog #1286 - Mailbag
PJs1Ax6M9Qs	EEVblog	2901	needs-whisper	EEVblog #1278 - Mailbag
m08EqBTeg4I	EEVblog	2699	needs-whisper	EEVblog #1270 - Electronics Textbook Shootout
r8X76uW1fMY	EEVblog	1187	needs-whisper	EEVblog #1269 - Solar Roadways SR4 DATA Hilarity!
Ug7xa-7sako	EEVblog	4225	needs-whisper	EEVblog #1268 - DIY Boeing 747 Cockpit Simulator Full Tour
U5aaDVEeTSQ	EEVblog	1535	needs-whisper	EEVblog #1267 - How To Control a 747 Flight Simulator
pt2CgSphN58	EEVblog	3175	needs-whisper	EEVblog #1263 - Mailbag
Ywj-FcVNhec	EEVblog	1193	needs-whisper	eevBLAB #68 - Youtube COPPA Adpocalypse 3.0
7Ls_8Cwi8_s	EEVblog	689	needs-whisper	"EEVblog #1261 - Dumpster Diving 55"" LCD TV"
SIH48bIUU00	EEVblog	2202	needs-whisper	EEVblog #1260 - $70 100MHz Oscilloscope?
GiN9d6NnTDA	EEVblog	1181	needs-whisper	eevBLAB #67 - Shilling NordVPN & Youtube Sponsorships
Yxo_pTfj07U	EEVblog	1766	no-captions	EEVblog #1256 - GORGEOUS Mystery Test Gear Teardown!
Lu8gJ2pKSnY	EEVblog	1381	needs-whisper	EEVblog #1255 - Apple iPad 5th Gen Screen REPAIR
9M76q2_VfDQ	EEVblog	1287	needs-whisper	EEVblog #1253 - LED Flicker 2: Electric Boogaloo
2Qi2tL2IvxY	EEVblog	1729	needs-whisper	EEVblog #1251 - LifeSaber Kickstarter - A Master of None FAIL
9inGSp2QnfI	EEVblog	1694	needs-whisper	EEVblog #1245 - A Most Excellent REPAIR: IBM PCjr Keyboard
nTpE1Nw3Yy4	EEVblog	2203	needs-whisper	EEVblog #1241 - Power Up Display Counter Project - Part 1
3EgRMEc8R_I	EEVblog	1567	needs-whisper	eevBLAB #63: How Affordable Are Electric Cars?
I7nbYBcH0tU	EEVblog	1429	needs-whisper	EEVblog #1236 - German Solar Freakin' Roadways!
m9xWd25ebPg	EEVblog	929	needs-whisper	EEVblog #1227 - The Free Energy Community RESPONDS!
5ZQHSsFnACs	EEVblog	1769	needs-whisper	EEVblog #1225 - Dumpster Credit Card Embosser!
t1R9IQF0Y9s	EEVblog	1774	needs-whisper	EEVblog #1224 - uBeam is Sinking!
PA-XTgy_m2k	EEVblog	2387	needs-whisper	EEVblog #1221 - Mailbag Monday
mCyYlvrQ6AM	EEVblog	577	needs-whisper	EEVblog #1219 - Don't Trust Switches - Toy Repair
ITfQ4S0OUhs	EEVblog	448	needs-whisper	EEVblog #1217 - My Home Solar Power System FAILED!
W4twnd-YQQ4	EEVblog	1020	needs-whisper	EEVblog #1213 - The Oscilloscope Interpolation Trap!
ZQq8V73b4io	EEVblog	1186	needs-whisper	EEVblog #1207 - ARM Dev Boards Falling From The Sky!
zaYBc0akaUE	EEVblog	560	no-captions	eevBLAB #62 - PCB Wars - The Rise Of KiCAD
lamL392NJRM	EEVblog	2200	needs-whisper	EEVblog #1205 - RC2014 Z80 Computer Kit Build
Rq14Cn13dBw	EEVblog	1294	needs-whisper	EEVblog #1204 - Samsung Galaxy Fold Failure - Analysis
yPLA69a5OOU	EEVblog	2953	needs-whisper	EEVblog #1201 - Nobel Laureate in the EEVBlog Lab!
RTmzVs6LHRo	EEVblog	1491	no-captions	EEVblog #1196 - Custom Heat Sink Design (µSupply Part 19)
JrZH_ZQNFzo	EEVblog	982	needs-whisper	"EEVblog #1195 - Sony 4K 60"" LCD TV Audio Repair"
Y4nKxjfXgcg	EEVblog	323	needs-whisper	EEVblog Lab Flood Update #1
3METfruYMUo	EEVblog	473	needs-whisper	EEVblog Lab FLOODED!
HfqpuhYiR3o	EEVblog	1129	needs-whisper	eevBLAB #60 - Kickstarter Free Energy SCAMS!
OD7LWczxemw	EEVblog	2173	needs-whisper	EEVblog #1179 - Mailbag
uRaB6xtAPj8	EEVblog	1093	needs-whisper	eevBLAB  #59 - Patreon Is An Unsustainable Business!
GZCTwXZIwjc	EEVblog	1068	needs-whisper	EEVblog #1177 - Ericsson PABX Teardown
WQRdEtqLabE	EEVblog	222	needs-whisper	eevBLAB #58 - Engineers Are Underappreciated
Z6F7Pwi6WLI	EEVblog	1780	needs-whisper	EEVblog #1174 - Rohde & Schwarz PSU Teardowns
UXmJpLO8beE	EEVblog	1780	needs-whisper	EEVblog #1173 - Rohde & Schwarz Power Supply Bonanza
xo4sojpJIBI	EEVblog	1060	needs-whisper	EEVblog #1170 - TRUE Mystery Teardown! (not even Dave knows)
OA7_jwk-dGc	EEVblog	1780	needs-whisper	EEVblog #1169 - TI 1972 Computer Interfacing
qtDY6DEK-dE	EEVblog	1169	needs-whisper	EEVblog #1168 - Dumpster Diving UPS
Nes0MnoeRtg	EEVblog	1762	needs-whisper	EEVblog #1167 - Let's Talk About Patents
FjlyLIpf4HU	EEVblog	1983	needs-whisper	EEVblog #1165 - Cypres Parachute Safety AAD Teardown
OtRSR_v3ZgM	EEVblog	3288	needs-whisper	EEVblog #1163 - Xmas Mailbag
IcKlyIEfoPI	EEVblog	1519	needs-whisper	EEVblog #1162 - Little British Monitors
BGcKjy_UNQ4	EEVblog	1191	no-captions	EEVblog #1157 - Transistor Zener Clamp Circuit
XrhCGrZyIVM	EEVblog	1992	needs-whisper	EEVblog #1155 - Mailbag
6IzVrEk72ww	EEVblog	571	needs-whisper	eevBLAB #56 - Another Bogus Copyright Claim
UDGsZcAWgL8	EEVblog	2379	needs-whisper	Rigol MSO5000 Bug Bonanza
Z4qVzeZfNAE	EEVblog	1835	needs-whisper	EEVblog #1148 - Mailbag
4Zw_W0iaGFM	EEVblog	914	needs-whisper	EEVblog #1144 - Padauk Programmer Reverse Engineering
r45r4rV5JOI	EEVblog	1182	needs-whisper	EEVblog #1141 - Padauk 3 CENT Micro - Programmer
MlD4x0WMbZo	EEVblog	417	needs-whisper	eevBLAB #55 - Solidworks Pricing SUCKS!
r1gTu5r8mkQ	EEVblog	1653	needs-whisper	EEVblog #1135 - Science Fair 200-in-1 with Sagan
udvPyB7XcQ8	EEVblog	1741	needs-whisper	EEVblog #1133 Mailbag Monday
SdKdQWhlNTY	EEVblog	1137	needs-whisper	EEVBlog #1131 - £1M Prank - Banksy Artwork Shredded! HOW?
cwNBfnNO4AY	EEVblog	1193	needs-whisper	EEVblog #1130 - Mailbag Monday
R_Ud-FxUw0g	EEVblog	5106	needs-whisper	EEVblog #1129 - Creating a Nice Readable Schematic
d9yA6bEhwAA	EEVblog	774	needs-whisper	EEVblog #1128 - Studio Monitor Speaker Noise - Part 2
qp-JyM3wCLg	EEVblog	446	needs-whisper	eevBLAB #53 - Beware of Trademark Scams
znvIAEquD3k	EEVblog	1198	needs-whisper	eevBLAB #52 - My Personal Data STOLEN from the Government!
9SAzxlF57mc	EEVblog	1324	needs-whisper	EEVblog #1120 - How To Understand Polarised Light
CBD9vwKcvtY	EEVblog	1846	needs-whisper	EEVblog #1117 - PCB Power Plane Capacitance
VnrtneFP_6A	EEVblog	1400	needs-whisper	eevBLAB #51- Industry Story - Design Deadlines & Unusual PCB Designs
7NHu2veqk_4	EEVblog	821	needs-whisper	EEVblog #1112 (PART 2) - More Vintage Warehouse Diving
MA5cMpHz3o4	EEVblog	696	needs-whisper	eevBLAB #49 - Paid Dislikes! (AGAIN!) - BattBump
KhRy6GDHgUA	EEVblog	773	needs-whisper	EEVblog #1099 - BattBump Kickstarter REDACTED EDITION!
U_ftKolqq80	EEVblog	578	needs-whisper	eevBLAB #48 - The end of Tech Journalism on Youtube?
SyXiWNZs7l4	EEVblog	3412	needs-whisper	EEVblog #1097 - Mailbag
HmkIPkXpg9U	EEVblog	1176	needs-whisper	EEVblog #1095 - Is a $38 Multimeter any good? ANENG Q1 Review (4K!)
qo0mizb3CE8	EEVblog	1163	needs-whisper	EEVblog #1094 - Casio FX260 Solar II Calculator Tritium Nuclear Battery Experiments
2bXjn3wwM8o	EEVblog	1774	needs-whisper	EEVblog #1092 - Wi-Charge IR Wireless Charging - Fact or Fiction?
GCHshGyvzoU	EEVblog	1690	needs-whisper	EEVblog #1090 - Sony Mystery Teardown
KRzqd2fg_0o	EEVblog	263	needs-whisper	eevBLAB #47 - Youtube Are Watching You
aQQE8V9NBXw	EEVblog	1162	no-captions	EEVblog #1086 - 5 Year Solar Power Results - Payback?
6vbI-r5aXJI	EEVblog	1093	needs-whisper	EEVblog #1080 - Gigatron TTL RISC Kit Computer Review
vwo7sSrSSW4	EEVblog	1929	needs-whisper	EEVblog #1078 - World's Thinnest Calculator Teardown!
noNyZ2A3k4Q	EEVblog	394	needs-whisper	eevBLAB #46 - Indiegogo Campaign Logo Fraud
Dj1-5AVJzuQ	EEVblog	387	needs-whisper	EEVblog #1076 - KRK Textile Dome Tweeter Teardown
w1Js9R39778	EEVblog	1625	needs-whisper	EEVBlog #1075 - Digital BitBox Hardware Wallet Review
5WlRm-ghuoA	EEVblog	332	needs-whisper	EEVblog #1070 - What The Hack? Dumpster Hacking!
QCCmqosHT-o	EEVblog	741	needs-whisper	EEVblog #1068 - Autonomous Uber Incident Update
HHALK0sv1Y0	EEVblog	1754	needs-whisper	EEVblog #1067 - Analog vs Digital Multimeters!
HjeR13u74Mg	EEVblog	935	needs-whisper	EEVblog #1066 - Uber Autonomous Car Accident - LIDAR Failed?
ibPgfzd9zd8	EEVblog	2701	needs-whisper	EEVblog #1062 - Trezor Model T Hardware Wallet Review
n0jSPmWlUU8	EEVblog	482	needs-whisper	eevBLAB #45 - WIRED Job Ad & Tech Journalism
Ac1zZo7wLo8	EEVblog	593	needs-whisper	eevBLAB #44 - Sonos Deliberately Bricking Products!
d8i125NSaqE	EEVblog	2728	needs-whisper	EEVblog #1056 - Digilent Open Scope MZ Review
XRc7Qxf4ltM	EEVblog	2338	needs-whisper	EEVblog #1053 - The Biggest 80's Computer FAIL - IBM PC Jr
dFAuPuHiECE	EEVblog	1326	needs-whisper	Guest Video: - Kaizer Power Electronics - Sony BVP-7AP Vintage Video Camera Teardown
XqakD0dXdjM	EEVblog	2101	needs-whisper	Guest Video: Kerry Wong - HP493A 8GHz Microwave RF Amplifier Teardown
yabl87SD-3M	EEVblog	910	needs-whisper	Guest Video: Brian Lough - ESP8266 Libraries
-9l41zNWlxY	EEVblog	1064	needs-whisper	Guest Video: Voltlog #142 - Mailbag
HbMnQdRzD8A	EEVblog	650	needs-whisper	Guest Video: Bob DuHamel - How Opamp Virtual Grounds Work
EVcxrYnY1ok	EEVblog	813	needs-whisper	Guest Video: TGSoapbox - RF Crystal Detectors
NvIv-0-R6qQ	EEVblog	1239	needs-whisper	Guest Video: TannerTech Designing a Frequency Counter
EHLRQbCW5oM	EEVblog	883	needs-whisper	Guest Video: Electronoobs - Building a POV Display
lKCNS85RDdA	EEVblog	225	needs-whisper	121GW Indiegogo SCAM!
8OaZ89TN0fo	EEVblog	1310	needs-whisper	Guest Video: OpenTechLab - IcoBoard FPGA Experiments
liXaHJLn6Ps	EEVblog	588	needs-whisper	EEVblog #1051 - 121GW Multimeter Mass Turbulence
W_4Imp3TJAI	EEVblog	588	needs-whisper	EEVblog #1050 - MORE Solar Roadways LOL!
4tcC_TdhzUU	EEVblog	1048	needs-whisper	eevBLAB  #43 - Kickstarter Vultures
rpwx-8s1M38	EEVblog	1190	needs-whisper	EEVblog #1047 - Solar Roadways FINALLY BUSTED! (Colas Wattway)
LDt_WXnEnw0	EEVblog	779	needs-whisper	eevBLAB #42 - Patreon FAIL!
pW4HjuH1QRY	EEVblog	679	needs-whisper	EEVblog #1046 - Mysterious Digital Voltage Doubling (LCD design)
-_rqzsJy_Qs	EEVblog	2262	needs-whisper	Demonstrating Creation of a Xamarin C# Multiplatform Calculator App
Gwp645Vv8Bs	EEVblog	1821	needs-whisper	eevBLAB #41 - VidMe Is Shutting Down!
zy_Qlx_djCU	EEVblog	2751	needs-whisper	EEVblog #1043 - Mailbag
xTZpGM2P9u4	EEVblog	757	needs-whisper	MCAD Shootout! - Rhino vs Solidworks vs OnShape
5CiR3cZGZS8	EEVblog	1248	needs-whisper	EEVblog #1041 - Keysight Calibration Lab Tour
