id	channel	duration_s	verdict	title
9XkGxc94IUw	EEVblog2	486	needs-whisper	IONIQ Electric EV - First Fast Charge
OaQdWE9kgMk	EEVblog2	51	needs-whisper	BGA Desoldering MAGIC: Louis Rossmann, eat your heart out!
KqURFUcl5NI	EEVblog2	41	needs-whisper	Easily Confused Tesla Autopilot!
18OhbyQslF0	EEVblog2	293	needs-whisper	2 Minute Dumpster Repair
Iqv6DhtLay4	EEVblog2	1566	needs-whisper	HP Origins - Hewlett Packard Documentary
XzuH8sECMJQ	EEVblog2	1189	needs-whisper	Self Sustaining Mars Colonies
nkOQ8xW-8Ws	EEVblog2	150	needs-whisper	That's not a ZIF socket, THIS is a ZIF socket!
CXk_Orwk084	EEVblog2	165	needs-whisper	MIND BLOWN: Quantum Computing & Financial Arbitrage
Pq8ncblgqss	EEVblog2	250	needs-whisper	Dumpster Intel Atom Embedded PC update
78JC_p9DiJM	EEVblog2	1251	needs-whisper	5G & Whacky Alternative Physics
9VVTGE7ABIk	EEVblog2	722	needs-whisper	Mystery Dumpster Teardown - 2020-05-30
3zAWgNjx5Ew	EEVblog2	289	needs-whisper	Intel MCS-85 Design Kit THERMAL IMAGING
uuLwmQ7oLo8	EEVblog2	107	needs-whisper	Solar Power System Monitor ALERT!
0H08GNLMDFM	EEVblog2	256	needs-whisper	War Games Hack!
27aG9xhfk6s	EEVblog2	2674	needs-whisper	See Blocks Review
ig_U3hGQMq8	EEVblog2	214	needs-whisper	Yet another Dumpster TV score
hSkaZEgrZkY	EEVblog2	431	needs-whisper	Alkaline Battery Discharge Testing Part 3
XDjyY48u0PU	EEVblog2	593	needs-whisper	Alkaline Battery Discharge Testing Part 2
RFb3TwWzza0	EEVblog2	289	needs-whisper	Alkaline Battery Leakage Test Setup
7PQo9_6dAy0	EEVblog2	969	needs-whisper	Anet N4 LCD SLA Resin Printer
-O-qVAK_DIg	EEVblog2	117	needs-whisper	NGP800 Unboxing
ryIhQQO97V0	EEVblog2	3	needs-whisper	Backed By Science
_IF5rXIpQxI	EEVblog2	355	needs-whisper	A Good Cheap Podcasting Microphone?
MOLasripwgo	EEVblog2	402	needs-whisper	140MW Woolnorth Wind Farm
1gfM_9EdLSs	EEVblog2	606	needs-whisper	Antarctic Neutrino Detector!
QTd3MqA4cZ4	EEVblog2	118	needs-whisper	Robotic Icecream Bar FAIL
TL94sJ3Ykgs	EEVblog2	322	needs-whisper	Merry Solar Roadways Christmas!
cxEZU2R6cqw	EEVblog2	1374	needs-whisper	Normalising Audio - The Levelator vs Auphonic
izCDWjK_pV4	EEVblog2	211	needs-whisper	121GW Autoranging Speed
1T2Dg9_bsXA	EEVblog2	198	no-captions	Every Solar Roadways Needs Silastic!
COEnwNAgBkg	EEVblog2	3268	no-captions	Solar Freakin Roadways SR4 Install
lZ0oPE2HcI0	EEVblog2	1046	needs-whisper	Atmospheric Railways & Hyperloop
YyEMU_qu4PM	EEVblog2	1273	needs-whisper	13yo Invents a Better Hyperloop - Still a STUPID IDEA
dLlhoUHlnjE	EEVblog2	488	needs-whisper	LED Flicker 3 - More Electric Boogaloo
U34nfjy5Wfw	EEVblog2	99	needs-whisper	I'm Testing Something BULLSHIT
5JYaeXJHXJc	EEVblog2	569	needs-whisper	WTF! - How Many GOLD Play Button Youtube Channels?
-W5zEtqJJIo	EEVblog2	658	needs-whisper	C/C++ Interrupt Undefined Behavior
KuT8JqoypF4	EEVblog2	203	needs-whisper	Car Bike Rack Mechanical Design Paranoia
4oHUuXgK_i4	EEVblog2	547	needs-whisper	Soldering Fume Extractor Fan Upgrade
4GUygSdf92A	EEVblog2	292	needs-whisper	Solar Freakin' Bridges! - ANOTHER Solar Roadways FAIL
ePswGFWDqHc	EEVblog2	5449	needs-whisper	Tracking Apollo 11
LQFS1F8_HTQ	EEVblog2	278	needs-whisper	Original Apollo 11 Recording Cabinet!
d0FuFfxY7fI	EEVblog2	939	needs-whisper	Top Gun: Maverick - Trailer Reaction
kUOVSEkrzJc	EEVblog2	342	needs-whisper	Rode NT55 vs M5 Microphone Test
2toD5u5ku1M	EEVblog2	72071	needs-whisper	World's Most Annoying Video
GoKbPDADG0c	EEVblog2	671	needs-whisper	The Incredible Switch Replacement Repair
q4gXnpFPFzQ	EEVblog2	222	needs-whisper	121GW Multimeter 2.00 Firmware
iDF3qy23zyM	EEVblog2	542	needs-whisper	Compiler Optimisations & Why You Should Care
y3_FAl3L4gQ	EEVblog2	368	needs-whisper	Let's Play Guess The New Tektronix Oscilloscope
9FCzAgJhRdc	EEVblog2	306	needs-whisper	NiMH 8000mAh Capacity Claim TESTED
1zKNQNiHeJc	EEVblog2	20	needs-whisper	Tektronix 2465B Magic Smoke CAPTURED!
ipsTGCsXTqA	EEVblog2	70	needs-whisper	Lab Mass Turbulence
jmb9ICnI8xI	EEVblog2	592	needs-whisper	Dumpster Tektronix 475 Oscilloscope Repair - Part 1
fyE1LIydzco	EEVblog2	24	needs-whisper	Field Effect LCD's
el6CB-h9Lo0	EEVblog2	570	needs-whisper	NES on a 64Bit RISC-V Sipeed MAIX
jQ9AXxLJmoQ	EEVblog2	149	needs-whisper	The EEVblog Lab VIBRATES!
S-UqkM8iDKM	EEVblog2	1090	needs-whisper	#1179 - PowerFilm Flexible Indoor Solar Cell
9SD5r5GDc0E	EEVblog2	457	needs-whisper	Live Streaming Arcade Cabinet Build
p4cK-Cks0NQ	EEVblog2	456	needs-whisper	Got Duped On LED Lighting - TWICE!
8qmU7SZu_-I	EEVblog2	492	needs-whisper	Altera Software Dongle Teardown
iwUqE6ZJqgA	EEVblog2	400	needs-whisper	GCC Embedded Linker Followup
tgRzChgDemA	EEVblog2	113	needs-whisper	Visible Light Spectrum Display
wJxQT-fektY	EEVblog2	107	needs-whisper	PCB Hacksaw
BfSZTr3eBHE	EEVblog2	320	needs-whisper	GCC Embedded Linker Issue Stops uSupply Development
StMI8PEYMBg	EEVblog2	250	needs-whisper	Update: Yamaha RX-579 Dumpster Receiver
OBOgiMA89Ks	EEVblog2	360	needs-whisper	My Keysight 1000X Oscilloscope FAILED :-(
AVuVCrYMBwk	EEVblog2	87	needs-whisper	Rohde & Schwarz RTB2004 Timebase Quirk
8rGwsOZS-MI	EEVblog2	239	needs-whisper	Bench tour
vMpTekhWkeM	EEVblog2	264	needs-whisper	LEGO GBC #14 Strandbeest Build - Part 5
y7biXzEz4lQ	EEVblog2	66	needs-whisper	Padauk 3 Cent Micro Programmer Teardown
EjpUYGRXzRQ	EEVblog2	176	needs-whisper	Sagan Soldering!
a5g7-YKhveA	EEVblog2	189	needs-whisper	Rode Microphone Comparison - Lapel vs M5
E0x3oVlUqN4	EEVblog2	308	needs-whisper	GBC 14 LEGO Strandbeest Build - Part 4
u22duJf4n1Q	EEVblog2	249	needs-whisper	Keysight P9336A USB AWG Teardown
QbeTv41l2EQ	EEVblog2	198	needs-whisper	JBC Nano Soldering Iron
FLsCLAf-ahg	EEVblog2	341	needs-whisper	New Suba Engineering PCB Microscope - Tagarno Killer?
Ek2fEpZAK-0	EEVblog2	791	needs-whisper	Electronex 2018 Walkaround
mV0-pV1C6Yk	EEVblog2	462	needs-whisper	Hakko FX-951 Ripoff First Look, Rant & Use
P9MUpqU-0xo	EEVblog2	34	needs-whisper	Sponge P0rn - FX-951 Ripoff
816X9JuoFd8	EEVblog2	60	needs-whisper	This Dumpster Printer Was Office Spaced!
3ELZ2eIDk78	EEVblog2	227	needs-whisper	New Custom LCD
yQ7_A4Cr9ak	EEVblog2	554	needs-whisper	Physics in the Pub - Electricity
TTH24s0TTVU	EEVblog2	657	needs-whisper	Physics In The Pub - Famous Patents
iwxrzyYYxgk	EEVblog2	144	needs-whisper	Rode M5 vs Samson C01U Microphone Test
ag-MjKAfATw	EEVblog2	1691	needs-whisper	Rode AI-1 USB Audio Interface Teardown
7iYcpiY2T2U	EEVblog2	519	needs-whisper	TS80 USB-C Portable Soldering Iron Follow-up
pZV-cgWU6jE	EEVblog2	583	no-captions	Merlin The Electronic Wizard - Having a play!
CMoBGGqojqs	EEVblog2	3032	needs-whisper	Rigol MSO7000 Unboxing & First Impressions
6FrVOXitrVk	EEVblog2	23	needs-whisper	4K Sponge P0rn - Pace ADS200
wZTn1NKSMdY	EEVblog2	450	needs-whisper	Crap Quality XLR Microphone Cable Teardown
k5sEjltLdk0	EEVblog2	232	needs-whisper	LEGO Technic GBC Module #14 - Strandbeest Build - Part 2
eUA2TRX1NTc	EEVblog2	1387	needs-whisper	STM32 ARM Development - DMA & ADC Discussion
53hkyuwIM94	EEVblog2	17	needs-whisper	4K Sponge Action P0rn
vwVXl-RQWXs	EEVblog2	150	needs-whisper	121GW High Volatge AC Test
YPUJipe8Loo	EEVblog2	341	needs-whisper	121GW Meter 1210V Test
IsIKyt64Tt4	EEVblog2	666	needs-whisper	Casio FX-991EX Scientific Calculator Review
KsBVBtUDYx4	EEVblog2	593	needs-whisper	Alesis M1 Active 520USB Studio Monitor Teardown
gKHKqCcJW8c	EEVblog2	374	needs-whisper	A Tesla costs HOW MUCH in Australia?
QTFuEKNE7G0	EEVblog2	514	needs-whisper	Ready Player One Final Trailer Reaction
dAsQfZUIo8k	EEVblog2	11	no-captions	RIP Stephen Hawking
KJqGP2UrvcE	EEVblog2	1850	needs-whisper	Synology RAID Setup
Bh3gcBr0DKs	EEVblog2	575	needs-whisper	How to do Lifecycle Testing
nn3vfla67KI	EEVblog2	413	needs-whisper	"Dumpster Diving - 27"" Apple iMac WOW!"
S_HIs1Rv5KQ	EEVblog2	2349	needs-whisper	EEVblog1062 - The Things Network - Progress Edit
07HOeN4fdyg	EEVblog2	843	needs-whisper	ShadeCraft Sunflower - Internet Of Things FAIL
QSmiMlWEpy0	EEVblog2	553	needs-whisper	121GW Range Switch Cycling Test Jig
n7XX75S98e8	EEVblog2	373	needs-whisper	µCurrent Opamp Divider Input Bypass Testing
Lhmg1jUNxVc	EEVblog2	388	needs-whisper	Yet another dumpster dive i7 machine!
l2LBkXxN81Y	EEVblog2	495	needs-whisper	µCurrent Offset Voltage Fix
r7LbLwnYVZE	EEVblog2	4528	needs-whisper	Making robots for Mars with NASA scientist Dave Lavery
VmPo0XPuKWM	EEVblog2	427	needs-whisper	IBM PC jr 512KB Memory Sidecar Teardown
uUCQuIp_hzU	EEVblog2	392	needs-whisper	121GW Ohms Autoranging Speed Update
0klmqsykrYU	EEVblog2	252	needs-whisper	Pocket Multimeter Continuity Shootout
3MD88EYLdQQ	EEVblog2	102	needs-whisper	121GW Hacked firmware test
G4AtWiuY9M4	EEVblog2	443	needs-whisper	EEVblog 1053 - Part 2 : IBM PC Jr Troubleshooting
Xg_niU86bhI	EEVblog2	840	needs-whisper	Wens 540 Handheld Oscilloscope Multimeter Teardown
ZgdH4Xhd2WA	EEVblog2	229	needs-whisper	AirBnB Media Room Home Automation
okaYXwzHzoY	EEVblog2	482	needs-whisper	Dumpster Diving PC's
ZtOXfFkV2jw	EEVblog2	196	needs-whisper	LCD Bias Experiment!
NUTQhwxNupQ	EEVblog2	245	needs-whisper	Patent Piss-Take - Multimeter Innovation!
B85WDMTaHnc	EEVblog2	5774	no-captions	x5 Time Lapse PCB Layout
abIo-_84d7E	EEVblog2	519	needs-whisper	MORE Core i7 Dumpster PCs!
Z6yLBqc5SCc	EEVblog2	110	needs-whisper	Sony WatchCam CRT Fun With Neodymium Magnets
q1CaC_Ezt-c	EEVblog2	180	needs-whisper	Sony WatchCam CRT Geometry Adjustment
8JwYlFtA1HM	EEVblog2	226	needs-whisper	Keysight 34460/70 Multimeter Specification Issue Explained
kCmJkyJouuY	EEVblog2	185	needs-whisper	Work Bench ESD Matting
DrLaAL4NVJc	EEVblog2	481	needs-whisper	Star Wars Last Jedi Trailer Reaction + The µSupply
3J1JdeHBKd8	EEVblog2	798	needs-whisper	20 Core Dual Xeon Processor Upgrade!
nLr1wIApbF4	EEVblog2	576	needs-whisper	Dumpster Find: Canon Photocopier
Lchtj5H0YC0	EEVblog2	2350	needs-whisper	EEVblog #1028 -  PC104 - The Full Version
Ylb8TqGizU8	EEVblog2	284	needs-whisper	µSleeve Product Announcement
Iwy8UVVQNkA	EEVblog2	964	needs-whisper	Sanwa PM300 Pocket Multimeter Review
rLly4WdRAjY	EEVblog2	930	needs-whisper	More uBeam Ultrasonic Wireless Charging LOL's!
Yyuk3--FWfs	EEVblog2	673	needs-whisper	Samson USB GO Mic Teardown
QwBelbAYo2Q	EEVblog2	189	needs-whisper	Engineering Notation on 121GW Software
-jpWAXKdx6Y	EEVblog2	6190	needs-whisper	LEGO Saturn V Moon Rocket Build Part 3 of 3
T_qzB2pppJE	EEVblog2	60	no-captions	Thunderf00t at Solar Roadways!
Wwz_fdU17aQ	EEVblog2	116	needs-whisper	121GW Multimeter Thermal Test
_Nlf8Y5HWqk	EEVblog2	4476	needs-whisper	LEGO NASA Apollo Saturn V Moon Rocket Build - Stage 2
Gh28j49KWrI	EEVblog2	408	needs-whisper	Star Wars 8 - The Last Jedi (D23) Trailer Reaction
BoL8gD8IcXg	EEVblog2	460	needs-whisper	Mantis Elite Cam & LattePanda Project FAIL
9m3mKq98C8k	EEVblog2	9277	needs-whisper	LEGO Saturn V Moon Rocket Build - Part 1
kF7sJbAQRHY	EEVblog2	1157	needs-whisper	Microsoft Surface Pro (5) Unboxing & Setup
WiMe9peQbTQ	EEVblog2	631	needs-whisper	More Wireless Phone Charging BULLSHIT! - AirVolt
QX9XlaYwU5k	EEVblog2	718	needs-whisper	DIYODE - New Electronics Magazine!
96XE5Ye1q6I	EEVblog2	62	needs-whisper	121GW EEVblog Multmeter Firmware Update
SeGep-oHcFs	EEVblog2	55	needs-whisper	Pure Silicon Sphere. World's Roundest Object!
VTAwzrKPjeE	EEVblog2	1097	needs-whisper	Nixie Tube Display ESP8266 Wemos D1 Mini Testing
WdCA-sgUZn8	EEVblog2	219	needs-whisper	Rode Podcaster vs Samson C01U Proximity Effect
L0kraVM6F8A	EEVblog2	68	needs-whisper	Rode Podcaster vs Samson CO1U USB Microphone
9zYFUoXI7kw	EEVblog2	78	needs-whisper	Olympus Microscope Z Axis Calibration Check
3lOXgwUAqR4	EEVblog2	75	needs-whisper	Widlarizing an SD Card!
Lrhee7hz53U	EEVblog2	172	needs-whisper	Dumpster Light Box
l0YlG2tgD28	EEVblog2	460	needs-whisper	Dallas Semiconductor Wafer Art!
UJjMt2-k99c	EEVblog2	620	needs-whisper	What Is An Oscilloscope?
87E3wqfxHqg	EEVblog2	152	needs-whisper	Dodgy Silicone Test Leads!
8Hq4NymCN7M	EEVblog2	463	needs-whisper	Star Wars - The Last Jedi Teaser Trailer REACTION
TNl1EoesI6M	EEVblog2	105	needs-whisper	Apollo 11 Honeysuckle Creek Receiving Dish
PvM6hs4PMQI	EEVblog2	7138	needs-whisper	The Amp Hour SPACE SPECIAL! With Fran Blanche
Ott9syzNLuE	EEVblog2	158	needs-whisper	Rohde & Schwarz RTB2004 Acquisition Bug Part 2
l-fuyHCs2Sw	EEVblog2	372	needs-whisper	Rohde & Schwarz RTB2004 Oscilloscope Acquisition Bug
M9dWzzfgo0Y	EEVblog2	28	needs-whisper	Keysight 1000X Oscilloscope Bug?
5iS4hVc90PE	EEVblog2	388	needs-whisper	How To Make Acoustic Studio Panels
RDUn3CoVmuc	EEVblog2	462	needs-whisper	EEVblog Multimeter 3D Printed SLA case
e_a1YJ_yZug	EEVblog2	2759	needs-whisper	Batteriser / Batteroo Toy Train Test
5eJorvyA708	EEVblog2	402	needs-whisper	Altium Designer Serious ERC bug
DNlA4X5_S30	EEVblog2	166	needs-whisper	Schematic Component Library Drawing Tip
RXk_wr0g8UM	EEVblog2	119	needs-whisper	Nixie Tube Voltage Drop
Oa70_S1BRHI	EEVblog2	16	no-captions	1980's EEVblog Intro
U-lbGHJkWm4	EEVblog2	108	needs-whisper	Markforged Mark Two 3D Printer
W-wR5OgyJK8	EEVblog2	110	needs-whisper	Tektronix TIVM1 Optical Fibre 1GHz Isolated Differential Probe
ZgfDGYG3Dok	EEVblog2	42	no-captions	1000fps High Speed Mechanical Inverter
HBLKxC4JzTA	EEVblog2	369	needs-whisper	Space Electronics Circuit Protection
fxEFnCpq_m4	EEVblog2	197	needs-whisper	Dumpster Diving 50 inch LG LCD TV
d5CxW3VBoZU	EEVblog2	86	needs-whisper	BM235 Firmware Quirk
zVA5reh4kF4	EEVblog2	115	no-captions	Timelapse PCB Layout Capture x256 Speed!
bqEDSoF4rcg	EEVblog2	1263	needs-whisper	Ghostbusters Trailer 1, 2, International & Original Reaction
HiqtXdK1Dtk	EEVblog2	3078	needs-whisper	EEVblog #879 - R&S HMO1202 Hacking Extended Version
74O5TmiG3MU	EEVblog2	2230	needs-whisper	Extended Cut: EEVblog #874 - Ted Wale
i6TAiSnqfCU	EEVblog2	73	no-captions	Makerbot Replicator Rabbit Time Lapse Build
j5XmxupjTdE	EEVblog2	1102	needs-whisper	Sony Experia Z3 Compact LCD Repair
eQbIj7JeIIQ	EEVblog2	599	needs-whisper	David2 PSU Challenge
9XpGFWTxU6s	EEVblog2	531	needs-whisper	Youtube Stats Analysis - Proving Views Aren't Faked
M8Ll3fRqY4I	EEVblog2	38	needs-whisper	Dumster Dive Kogan LCD TV Art
IWPrDks7wzI	EEVblog2	150	no-captions	Inventables X-Carve Time Lapse Build
DJDkKCjVn58	EEVblog2	30	no-captions	New LED Panel Lighting Install Timelapse
HB1P86YsXhs	EEVblog2	178	needs-whisper	Tagarno Microscope & Pebble Time Watch
WDYOSddZwto	EEVblog2	307	needs-whisper	Mystery Keysight Unboxing
JJwxFFpnt0M	EEVblog2	828	needs-whisper	ATL HDI3000 Ultrasound Machine
dUooBnCHgFg	EEVblog2	5898	needs-whisper	Live Teardown
FPK1_hy4KMU	EEVblog2	193	needs-whisper	Dumpster Dive HD Plasma TV
HfQz0Yik10c	EEVblog2	3275	needs-whisper	Maker Faire Sydney - Trends in Hardware Innovation Fireside Chat
7ed8X5zNTj0	EEVblog2	454	needs-whisper	Indiana Jones Scale Model Train Set Teardown
jUJCRPSAztA	EEVblog2	61	no-captions	Sagan At Altronics
YDZvy6R66_M	EEVblog2	310	needs-whisper	Rode NT3 Microphone Prototype
fK2KBDo7ISY	EEVblog2	4722	needs-whisper	Dick Smith - Amateur Radio & Adventure
mFAVUcrltpg	EEVblog2	253	needs-whisper	Hackaday Prize Finalists
O3LP2entyNQ	EEVblog2	177	needs-whisper	Fluke VT02 Visual Thermometer vs Flir i3 Thermal Camera
adSk6suM29E	EEVblog2	647	needs-whisper	Silicon Chip Electronex 2014
mjfOTRBqpJw	EEVblog2	679	no-captions	Interview with Rod Elliott from Elliott Sound Products
Z9t6KFUUaqM	EEVblog2	413	needs-whisper	LAB LED Lighting Shuffle
VfGUM66j5zg	EEVblog2	429	needs-whisper	Destin From SmarterEveryDay - High Speed Video Capture
Bg_s25z3W1E	EEVblog2	327	needs-whisper	Dumpster Dive - Gigabyte Motherboard
lppoXnpNqz0	EEVblog2	119	needs-whisper	Retro Vintage: An Original Apple I Computer In A Briefcase
vZQdSBjdMZQ	EEVblog2	1525	needs-whisper	Sydney Maker Faire 2014 - Introduction Talk
VGwCZ8_EzqI	EEVblog2	3094	needs-whisper	Maker Fair Sydney 2014 Talk - Growing Maker Communities
Wf7t3MTH7s4	EEVblog2	2640	needs-whisper	EEVblog2 #650 - Canon HF G30 Camcorder Review - FULL
fr1FkUauc18	EEVblog2	355	needs-whisper	EEVblog LAB Network Cabling
bYPNhWfPQFE	EEVblog2	332	needs-whisper	IgniteSydney12: Be a maker, not just a consumer - Raspberry Pi
0J3gp0Q7R-w	EEVblog2	384	needs-whisper	Another Dumpster Dive Laser Printer
nyfD_bgnsG0	EEVblog2	1394	needs-whisper	Sydney Maker Faire 2013 - Behind The Scenes
E-YspiURsBc	EEVblog2	86	no-captions	Sydney Maker Faire 2013 - Robo Dino Time-lapse
_BnOsgeFkYA	EEVblog2	34	no-captions	Sydney Maker Fair 2013 - Time-lapse Turbine Hall
0ifbVLZBOMs	EEVblog2	145	no-captions	The Dish - Parkes Radio Telescope
RIqUGwAzZI0	EEVblog2	399	needs-whisper	OpenROV - Open Source Underwater Robot - Sydney Maker Faire 2013
icHSkvt3yk8	EEVblog2	378	needs-whisper	Sydney Robot Workshop - R2-D2 - Sydney Maker Faire 2013
lPlgHsyjn6k	EEVblog2	2108	needs-whisper	James Meigs Presentation - Devcon 2010
GaMpbx8kMbU	EEVblog2	369	needs-whisper	Shuttle PC Rebuild
-xX2kK-RmQU	EEVblog2	1102	needs-whisper	Hack A Day Prize Interview
h114siAxzOU	EEVblog2	86	needs-whisper	Tagarno Microscope Capture Test
lmGS50kXalg	EEVblog2	127	needs-whisper	SolarInstallationTimeLapse
gqzZHbEfWDU	EEVblog2	847	needs-whisper	KoradFollowup Charles
qod7axjK06w	EEVblog2	220	needs-whisper	ElectronexStandSetup 1280x720
ulSTHy5kItM	EEVblog2	197	needs-whisper	$140K Agilent Oscilloscope Unboxing
